1412:5459,21609,42416,100682,100053,99501,96810,95809,95124,93084
1413:1890,8964,25911,21555,3943,19550,31694,8355,847,50065
1418:1890,8964,21555,25911,3943,19550,31694,8355,36176,50065
1419:11377,38069,39901,48890,38992,38075,37857,32778,31098,23526
1420:1890,8964,25911,21555,19550,3943,8355,31694,36176,50065
1427:45649,6562,58250,23874,59506,13358,75990,8596,17482,27649
1430:94996,24561,22860,19738,19305,16853,14139,13142,13124,12785
1431:1890,8964,21555,25911,3943,19550,8355,31694,847,36176
1435:1890,8964,25911,21555,3943,19550,31694,8355,36176,847
1437:32353,52980,68573,8662,934,31016,28689,47328,82192,14022
1441:6559,27322,99840,11713,111336,85706,67843,113252,107402,104373
1447:36186,23114,94821,78383,76330,75738,75621,74442,70273,68341
1448:24431,4198,120434,117869,112216,105026,104515,94848,92127,81402
1457:22250,45303,86031,98123,69198,74792,60437,55229,19932,22600
1458:23754,654,18747,56318,21798,44957,22872,79550,50168,49978
1469:1890,8964,21555,25911,19550,3943,31694,8355,847,50065
1477:18747,56318,21798,44957,22872,50168,49978,42807,116957,39954
1486:2582,19712,14748,595,32748,9709,31456,38275,95101,63716
1490:65,13083,17934,1763,8788,16024,29730,84118,26787,92022
1491:1890,8964,25911,21555,19550,3943,31694,8355,847,50065
1500:1890,8964,25911,21555,19550,3943,31694,8355,36176,847
1503:1890,8964,25911,21555,19550,3943,31694,8355,847,50065
1517:78351,16202
1518:65,9580,498,42167,4728,32858,42265,83198,7116,93914
1535:119129,17,29221,17191,20325,22353,29592,49691,51508,48822
1551:1890,8964,25911,21555,19550,3943,31694,8355,50065,847
1552:87822,1465,89980,82458,75690,110683,66121,63441,62937,62237
1553:518,8100,9850,6159,12914,35189,13717,3948,16347,15134
1559:1890,8964,21555,25911,3943,19550,8355,31694,847,50065
1560:3751,9041,38283,37498,1406,81912,19002,2508,3289,7229
1561:45649,6562,58250,59506,13358,23874,8596,17482,75990,27649
1562:1890,8964,21555,25911,19550,3943,8355,31694,847,50065
1569:10950,106311,53622,17317,53395,33170,74845,20396,78205,103037
1570:118979,115252,83729,70738,45995,27766,83292,2668,18,118347
1588:26126,41096,109588,90120,10011,76080,88064,108275,117578,119805
1589:1890,8964,21555,25911,19550,3943,8355,31694,847,50065
1591:1930,3864,13419,9003,15556,10916,29782,44114,6106,24703
1601:685,16272,15447,77334,15850,38054,14708,15236,10803,7187
1602:327,65,36000,8183,55430,60692,70,7701,9583,11002
1629:79677,41699,30069,77844,72566,55941,94518,64499,15590,38063
1634:8830,22178,80190,79654,121578,57108,112092,44441,98593,102369
1642:1890,8964,25911,21555,3943,19550,31694,8355,50065,36176
1653:1201,19529,19469,46204,4735,2731,43373,19719,37170,16822
1654:115395,17,3751,9041,38283,1406,37498,19002,81912,2508
1655:1890,8964,25911,21555,3943,19550,8355,31694,847,50065
1668:1890,8964,21555,25911,3943,19550,31694,8355,847,36176
1681:6562,58250,45649,13358,23874,59506,17482,27649,8596,75990
1703:29807,17,18747,56318,21798,44957,22872,42807,39954,89079
1721:6215,9916,513,42441,87515,51214,105915,104989,97652,9312
1727:2914,11474,40608,23871,79030,98414,22763,38266,79377,45420
1728:1890,8964,25911,21555,19550,3943,8355,31694,36176,50065
1745:8100,9850,6159,12914,13717,35189,3948,16347,15134,12318
1746:27032,33677,11110,11816,53228,25844,34880,41107,99047,21930
1751:1890,8964,25911,21555,19550,3943,31694,8355,847,50065
1756:17,50065,654,84,3441,1201,19529,46204,19469,4735
1758:79677,30069,41699,77844,15590,23782,72566,38063,55941,64499
1761:122674,122130,117575,108884,31280,44350,66480,73839,77021,104345
1767:1890,8964,21555,25911,19550,3943,8355,31694,50065,36176
1779:73942,1674,99455,117015,118819,120615
1780:32351,68717,72271,13960,82291,63124,104391,103235,49329,32648
1783:3751,9041,38283,37498,1406,19002,81912,2508,7229,16838
1787:1890,8964,21555,25911,19550,3943,8355,31694,36176,50065
1788:29221,17191,20325,22353,29592,53037,52292,51876,51508,49691
1794:29539,34609,99596,84864,59719,76584,119440,111568,110770,108919
1796:1890,8964,25911,21555,19550,3943,31694,8355,847,36176
1803:645,7303,20969,24991,28198,711,909,39371,71491,67136
1820:65,9580,498,32858,4728,42167,83198,42265,7116,93914
1821:26895,27293,18416,39395,71714,84074,61025,85173,55276,119074
1822:29221,17191,20325,22353,29592,58206,58720,59522,60199,60561
1823:6562,45649,58250,13358,23874,59506,8596,17482,27649,75990
1840:1890,8964,25911,21555,19550,3943,31694,8355,847,50065
1841:94821,23114,36186,51826,56933,58051,58488,59904,61795,63283
1842:3751,9041,38283,1406,37498,81912,19002,2508,39604,16838
1850:1201,19529,19469,46204,4735,2731,43373,19719,16822,37170
1853:79677,41699,30069,94518,23782,38063,15590,55941,77844,64499
1854:94996,108234,111932,111996,112713,114809,115082,116367,117688,119173
1862:1890,8964,21555,25911,19550,3943,31694,17,8355,36176
1880:36000,8183,55430,122213,119176,118188,114315,112462,112311,108294
1883:1890,8964,21555,25911,19550,3943,8355,31694,36176,847
1890:54981,17,30954,21834,30002,8022,12351,27535,22001,86721
1891:853,20531,59117,9899,21449,10725,43592,42628,48729,49492
1893:1890,8964,25911,21555,3943,19550,31694,8355,36176,50065
1894:1890,8964,21555,25911,3943,19550,8355,31694,50065,36176
1911:29727,69327,42263,1793,22665,53100,87848,102655,5466,4016
1912:36000,8183,55430,114315,118188,122213,119176,112462,112311,108294
1913:46042,54704,55268,17487,52061,56551,56709,28268,101485,101563
1930:72929,120766,114805,114176,110229,109059,108986,105636,101857,100076
1932:12227,76092,13288,61735,34374,94119,36458,48837,54655,58776
1950:1890,8964,21555,25911,3943,19550,8355,31694,50065,847
1951:26122,28510,91621,117484,112093,76680,69444,5473,100206,52102
1952:6562,45649,58250,13358,23874,59506,17482,27649,8596,75990
2005:1890,8964,25911,21555,19550,3943,31694,8355,50065,36176
2017:12810,11155,6957,28681,31960,44039,110456,53637,55606,58802
2025:15837,72934,96383,78541,7051,94222,4642,111416,15938,75927
2030:81222,9023,180,40121,8456,50844,54389,22745,42541,42922
2034:16872,22975,64599,26838,51290,24684,32425,89084,106783,57937
2038:4913,50070,77186,72019,123030,118740,116514,106868,98469,96315
2046:122632,122357,99067,85712,78018,77690,75951,41084,33007,62106
2058:3440,69,93408,1617,38690,12597,17944,43327,48197,121818
2068:81222,9023,40121,8456,22745,180,54389,50844,90885,90202
2070:17,50065,8,1201,19529,46204,19469,4735,43373,2731
2071:1890,8964,25911,21555,19550,3943,31694,8355,847,36176
2072:1890,8964,21555,25911,3943,19550,8355,31694,847,50065
2074:12227,59417,55900,84627,69779,64778,56787,52682,46907,46791
2075:1890,8964,21555,25911,3943,19550,8355,31694,847,50065
2076:104101
2077:58250,45649,6562,59506,13358,23874,75990,8596,17482,27649
2080:58250,6562,45649,13358,59506,23874,8596,75990,27649,17482
2085:36000,8183,55430,73697,71786,64867,77010,60904,60692,78719
2097:1890,8964,21555,25911,3943,19550,8355,31694,36176,847
2112:14003,32199,18578,75602,15628,73627,40107,81202,71763,94265
2115:65,1201,19529,46204,19469,4735,43373,2731,37170,19719
2116:94842,518,11485,7013,87271,50816,50433,62904,65301,71988
2123:6562,45649,58250,59506,23874,13358,75990,8596,27649,17482
2135:81222,9023,180,50844,54389,8456,22745,40121,82004,82039
2141:77063,65080
2147:398,3233,3250,559,4536,10075,2934,4533,12837,28313
2154:29221,17191,20325,22353,29592,85482,86208,86247,86252,87675
2160:3751,9041,38283,1406,37498,81912,19002,2508,3289,7229
2162:12722,11917,17102,48465,168,74766,78263,67466,36122,35164
2170:3751,9041,38283,1406,37498,81912,19002,2508,3289,7229
2177:14500,17917,41037,17,3137,1023,899,1451,262,19304
2184:17,12409,93888,302,3751,9041,38283,1406,37498,19002
2185:23398,13218,36854,37499,4981,14319,64957,25616,35765,46378
2187:24747,2033
2211:70,78719,32353,52980,934,8662,68573,82192,14022,47328
2223:12227,13288,76092,61735,34374,36458,94119,78507,79200,79688
2243:23114,94821,36186,92920,89899,89461,86566,85988,81322,78383
2244:29221,17191,20325,29592,22353,114665,115818,116521,118793,119079
2247:1890,8964,21555,25911,19550,3943,8355,31694,50065,847
2250:1585,1619,13508,19402,34231,82576,106389,52108,109158,40084
2253:81222,9023,40121,22745,50844,54389,8456,180,84140,82897
2260:17,302,654,76,616,58,8,866,84,29
2261:1890,8964,25911,21555,19550,3943,8355,31694,36176,847
2262:96,26504,56070,26252,97722,97147,95489,92544,91848,91769
2290:1890,8964,25911,21555,3943,19550,8355,31694,36176,847
2291:6562,45649,58250,13358,23874,59506,8596,17482,27649,75990
2293:18747,56318,21798,22872,44957,15715,39954,12668,79550,42807
2301:102372,26080,48518,75910,88665,89016,110025,108161,104127,103684
2302:48738,95264,16229,39395,33882,70923,63084,85031,112229,15642
2304:12722,11917,17102,74766,48465,36122,67466,78263,35164,31188
2318:1890,17,8964,21555,25911,19550,3943,8355,31694,50065
2325:1890,8964,25911,21555,19550,3943,8355,31694,50065,847
2335:29221,17191,20325,22353,29592,59522,58720,58206,42709,57126
2343:108101,70575,73935,6002,28533,26523,50020,17,67459,17352
2346:23114,36186,94821,75738,76330,78383,81322,85988,86566,89461
2347:109758,54589,18028,92646,115478,57986,6914,54594,113270,117505
2348:8837,4864,13186,54151,41709,39134,67547,3178,41071,13722
2362:17,302,654,76,616,58,8,866,84,29
2363:3751,9041,38283,1406,37498,81912,19002,2508,39604,16838
2364:1890,8964,21555,25911,3943,19550,8355,31694,50065,847
2369:23114,36186,94821,75738,76330,78383,81322,85988,86566,89461
2373:18747,56318,21798,22872,44957,2931,42807,12668,89079,39954
2381:4255,63502,82991,43103,76018,77801,91310,92362,92404,94884
2382:29221,17191,20325,29592,22353,58720,59522,60199,60561,61235
2384:11485,7013,50433,50816,87271,73877,73818,73187,72535,71988
2385:3751,9041,38283,1406,37498,81912,19002,2508,3289,7229
2392:2703,15639,48933,39753,77817,31378,25337,31246,1019,93843
2393:1440,20861,18604,24402,57074,39401,60966,34538,29192,83956
2394:1890,8964,21555,25911,3943,19550,31694,8355,36176,50065
2395:45649,6562,58250,59506,13358,23874,8596,75990,17482,27649
2399:9023,81222,8456,22745,180,40121,54389,50844,82897,82039
2405:616,97115,79677,30069,41699,77844,72566,64499,94518,55941
2407:13083,17934,1763,8788,16024,29730,84118,92022,26787,65704
2408:1890,8964,25911,21555,19550,3943,31694,8355,847,50065
2419:2372,2249,9249,13874,42199,94097,122128,108722,81212,71231
2429:14840,35566,16725,73567,85755,122457,121898,112262,106448,102432
2447:1890,8964,21555,25911,19550,3943,8355,31694,847,50065
2452:2282,19376,77590,24481,35268,27927,48061,10127,19626,8349
2453:123316,2283,71417,4535,47321,78361,56244,3911,22999,25812
2454:13479,14802,20157,23928,24482,47237,53071,57013,58686,59036
2456:45649,6562,58250,59506,13358,23874,17482,27649,75990,8596
2461:1890,8964,25911,21555,3943,19550,31694,8355,50065,36176
2464:1890,8964,25911,21555,19550,3943,8355,31694,36176,50065
2465:17,46586,45649,58250,6562,13358,59506,23874,75990,17482
2469:1890,8964,25911,21555,19550,3943,31694,8355,50065,36176
2489:2582,19712,14748,595,9709,32748,31456,38275,95101,63716
2491:2319
2499:74352,5869,42693,95770,29347,36149,58941,92989,90733,55263
2500:1890,8964,25911,21555,3943,19550,31694,8355,50065,847
2501:162,4181,21980,43586,43745,73547,2942,18182,38279,61345
2505:45649,6562,58250,23874,59506,13358,27649,75990,17482,8596
2510:14435,2337,652,51119,74425,98042,16439,17741,94180,95800
2515:29221,17191,20325,29592,22353,85120,85482,86208,86247,86252
2518:55900,59417,9881,13725,13823,32860,36637,38148,38726,40009
2520:18747,56318,21798,44957,22872,49978,50168,15715,79550,116957
2521:119278,17,36000,8183,55430,77010,78719,79299,86961,93353
2524:8837,4864,13186,54151,41709,39134,34818,35404,13722,67547
2536:3751,9041,38283,1406,37498,81912,19002,2508,39604,3289
2541:1890,8964,25911,21555,3943,19550,31694,8355,847,36176
2547:2914,11474,23871,79030,40608,28108,53420,22763,50066,79377
2553:8946,20119,20751,43705,82392,68024,67083,45720,85397,68885
2558:45649,58250,6562,23874,59506,13358,27649,17482,8596,75990
2560:1890,8964,25911,21555,3943,19550,8355,31694,36176,50065
2563:1890,8964,21555,25911,3943,19550,8355,31694,847,36176
2573:1890,8964,21555,25911,19550,3943,8355,31694,847,50065
2591:645,20969,7303,24991,28198,39371,711,909,71491,67136
2596:18747,56318,21798,22872,44957,50168,49978,89079,116957,15715
2597:81222,9023,180,40121,8456,50844,22745,54389,95600,95291
2601:3751,9041,38283,1406,37498,81912,19002,2508,3289,7229
2604:9023,81222,22745,180,50844,54389,40121,8456,80267,80282
2611:1890,8964,21555,25911,3943,19550,8355,31694,847,50065
2612:94996,67749,68063,69502,70968,71001,71973,73148,76159,76990
2615:1890,8964,21555,25911,19550,3943,8355,31694,50065,847
2625:36000,8183,55430,64867,71786,73697,77010,78719,79299,86961
2626:1890,8964,25911,21555,3943,19550,8355,31694,847,36176
2634:29914,3564,27904,12455,51829,24514,80638,52765,6466,49040
2636:17,40879,58250,45649,6562,59506,23874,13358,27649,8596
2639:120102,1382,1449,23,17275,41626,75057,26621,21196,23084
2650:7671,21562,8836,10220,88022,87621,113945,103650,30210,17345
2661:26834,55790,41019,116058,116048,114839,112286,111580,104923,100260
2663:4255,82991,63502,43103,76018,67065,64119,55064,53325,51372
2666:40465,49076,94523,120951,113601,112000,107909,107806,100787,99000
2676:8837,4864,29,13186,54151,39134,41709,35404,3178,41071
2689:327,25174,14402,8930,24958,39307,51027,61835,53752,60746
2693:418,117290,24141,77382,72327,22079,35259,11796,70055,99521
2708:29221,17191,20325,22353,29592,53037,52292,51876,51508,49691
2709:65,9580,498,4728,32858,42167,83198,7116,42265,102652
2713:518,97901,59343,54549,68431,82577,81864,29072,68756,73705
2715:12722,11917,17102,48465,74766,8798,67466,78263,31188,35164
2716:16542,56430,76547,12535,33229,43674
2727:1890,8964,21555,25911,19550,3943,8355,31694,847,36176
2730:45649,6562,58250,13358,59506,23874,8596,17482,75990,27649
2731:1890,8964,25911,21555,19550,3943,8355,31694,847,36176
2734:25292,103069,111796,8573,88721
2735:18747,56318,21798,22872,44957,39954,49978,50168,42807,116957
2737:23398,13218,36854,37499,4981,14319,64957,35765,25616,94038
2745:20322,3502,45770,78415,48202,15318,63861,81632,81460,81425
2746:21150,31215,122107,115859,107674,104354,97749,89716,83864,60224
2748:122986,80399,83084,63472,104748,62810,104048,23883,64136,42290
2756:1890,8964,25911,21555,3943,19550,8355,31694,36176,50065
2760:1890,8964,25911,21555,19550,3943,31694,8355,847,50065
2776:8178,87246,55084
2799:441,53058,46437,8070,33131,40725,53711,67262,70886,79794
2802:1890,8964,21555,25911,19550,3943,31694,8355,36176,847
2803:2595,88529,11718,5889
2804:9906,1478,35154,34190,27052,17392,112737,67162,86856,30187
2805:107362,79592,98011,28723,104502,98823,43641,11694,66947,61677
2812:1890,8964,25911,21555,3943,19550,8355,31694,847,36176
2815:47246,90280,24843,10648,28387,40319,41543,78781,47350,7521
2827:25174,14402,8930,24958,39307,51027,61835,101155,53752,24486
2831:1890,8964,21555,25911,19550,3943,8355,31694,36176,847
